Day, Susceptible, Infected, Recovered, Dead, Detection Probability, R₀, Latent, Prodromal, Symptomless Infectious, Sick, Hospitalized, ICU, Isolated, Home Isolated, Infections, Sick, Med. Consult., Hospitalizations, ICU Adm., Deaths, Infections, Sick
26,84988219.917613,9084.41495036923,2686.75556022203,8.91187654595496,0.851913898956675,3,3668.36781004193,749.861054908524,1959.79815587589,2706.38792954289,121.78745682943,30.4468642073575,0,2706.38792954289,10780.0823871372,4269.87504286832,1707.95001714733,192.144376929075,48.0360942322686,8.91187654595496,1142.11745074314,436.145260808764
27,84987077.8001623,9901.96723755572,3010.24771134797,9.98488897667326,0.878180727801143,3,3998.37559650667,809.996131585616,2139.31011397464,2954.28539548879,132.942842796996,33.2357106992489,0,2954.28539548879,11922.1998378804,4706.02030367709,1882.40812147084,211.770913665469,52.9427284163672,9.98488897667326,1244.97158221487,463.726101510132
28,84985832.8285801,10794.096787425,3361.92324793457,11.1513847356076,0.901020760261894,3,4357.79523570763,896.02031337515,2326.91812010375,3213.36311823851,144.601340320733,36.1503350801833,0,3213.36311823851,13167.1714200952,5169.74640518722,2067.89856207489,232.638588233425,58.1596470583562,11.1513847356076,1357.28918586371,521.128352615934
29,84984475.5393942,11768.7243079947,3743.3198337632,12.4164642010699,0.921615494744924,3,4749.86526262924,962.742312634603,2543.56902774694,3512.54770498387,158.064646724274,39.5161616810686,0,3512.54770498387,14524.4606059589,5690.87475780315,2276.34990312126,256.089364101142,64.0223410252855,12.4164642010699,1480.33831233171,553.62270854508
30,84982995.2010819,12834.1615515227,4156.84923963342,13.7881271345349,0.938823168167816,3,5178.30408810425,1060.11988820669,2770.20978158893,3825.52779362281,172.148750713027,43.0371876782567,0,3825.52779362281,16004.7989182906,6244.49746634823,2497.79898653929,281.00238598567,70.2505964964176,13.7881271345349,1614.67924567315,616.573297724417
31,84981380.5218363,13998.366952212,4605.83381808571,15.2773936660513,0.953578340737118,3,5646.56106508851,1143.48474702588,3027.494878841,4180.82626125663,188.137181756548,47.034295439137,0,4180.82626125663,17619.4781639638,6861.07076407265,2744.42830562906,308.748184383269,77.1870460958173,15.2773936660513,1233.35175829984,665.084386546309
32,84980147.170078,14741.5985448373,5094.33364649251,16.8977309337713,0.965531896340626,3,5630.24945310005,1246.4508991309,3303.25724089469,4561.64095171171,205.273842827027,51.3184607067568,0,4561.64095171171,18852.8299222636,7526.15515061896,3010.46206024758,338.676981777853,84.6692454444633,16.8977309337713,1345.4138154824,724.977426497601
33,84978801.7562625,15552.6984633288,5626.88110173999,18.6641726772233,0.975084485808711,3,5613.94387111402,1358.20921643104,3603.82905782917,4976.71631795457,223.952234307956,55.9880585769889,0,4976.71631795457,20198.243737746,8251.13257711656,3300.45303084662,371.300965970245,92.8252414925613,18.6641726772233,1466.55470584939,789.658441552279
34,84977335.2015567,16435.9668753426,6208.23905108815,20.5925171646437,0.98250373311488,3,5625.7751822038,1451.45253954878,3930.67044450781,5428.06870908222,244.2630919087,61.0657729771749,0,5428.06870908222,21664.7984435954,9040.79101866884,3616.31640746754,406.835595840098,101.708898960024,20.5925171646437,1589.70413160027,841.586368960361
35,84975745.4974251,17388.5355671483,6843.26812111879,22.6988869286047,0.987996637707445,3,5773.15695140753,1442.76392097919,4272.49817179986,5900.11652296171,265.505243533277,66.3763108833192,0,5900.11652296171,23254.5025751957,9882.3773876292,3952.95095505168,444.706982443314,111.176745610829,22.6988869286047,1701.49988898178,835.407781195363
36,84974043.9975361,18394.0819837488,7536.9207713204,24.9997091082973,0.991743982211475,3,6096.7625850577,1380.2999328705,4585.14817564463,6331.87129017592,284.934208057916,71.2335520144791,0,6331.87129017592,24956.0024641775,10717.7851688246,4287.11406752983,482.300332597105,120.575083149276,24.9997091082973,1798.78967370433,800.771658978989
37,84972245.2078624,19432.9487925856,8294.33133119665,27.5120140995492,0.994234412119655,3,6506.01891887598,1389.19248141347,4845.84970476438,6691.88768753176,301.134945938929,75.2837364847323,0,6691.88768753176,26754.7921378818,11518.5568278036,4607.42273112142,518.33505725116,129.58376431279,27.5120140995492,1890.09397828966,807.327792717891
38,84970355.1138841,20493.6858055346,9120.94644240984,30.2538682269653,0.995986260788403,3,6920.57571804768,1472.78519032817,5082.13645680669,7018.1884403521,315.818479815844,78.9546199539611,0,7018.1884403521,28644.8861161715,12325.8846205214,4930.35384820858,554.664807923465,138.666201980866,30.2538682269653,1983.35849087813,856.254295706301
39,84968371.7553932,21572.4319289249,10022.5681614109,33.2445167138804,0.997266706401201,3,7317.42618432706,1582.99270508848,5322.24547659391,7349.7675629154,330.739540331193,82.6848850827983,0,7349.7675629154,30628.2446070496,13182.1389162277,5272.8555664911,593.196251230249,148.299062807562,33.2445167138804,2080.97831779773,920.116831116315
40,84966290.7770754,22667.8271880646,11004.8928824769,36.5028543058036,0.998191332279555,3,7703.16624500682,1691.82263269555,5574.59209035214,7698.2462200101,346.421079900454,86.6052699751136,0,7698.2462200101,32709.2229248473,14102.2557473441,5640.90229893762,634.601508630483,158.650377157621,36.5028543058036,2181.99372638496,986.489408100866
41,84964108.783349,23779.3515836027,12071.823241716,40.0418259135833,0.998838348918799,3,8089.8665731608,1786.27222385608,5839.34937036605,8063.86341621978,362.87385372989,90.7184634324726,0,8063.86341621978,34891.2166512323,15088.7451554449,6035.49806217797,678.993531995022,169.748382998755,40.0418259135833,2285.1989645162,1037.75879344487
42,84961823.5843845,24910.1900814771,13222.367392655,43.858141616301,0.999270947552133,3,8484.78477834564,1887.31368414455,6105.99847997452,8432.09313901243,379.444191255559,94.8610478138899,0,8432.09313901243,37176.4156157485,16126.5039488898,6450.60157955592,725.692677700041,181.42316942501,43.858141616301,2390.5449912919,1096.36587530194
43,84959433.0393932,26070.2921633891,14448.7424577766,47.9259858747111,0.999554343321623,3,8890.21099659543,1982.14646528678,6383.1325746329,8814.802126874,396.66609570933,99.1665239273325,0,8814.802126874,39566.9606070404,17222.8698241917,6889.1479296767,775.029142088628,193.757285522157,47.9259858747111,2499.71842240025,1151.45296129035
44,84956933.3209708,27276.6904079857,15737.7869190724,52.2017023825301,0.999734233505405,3,9307.26709201631,2079.54506590349,6673.74886502768,9216.12938503822,414.72582232672,103.68145558168,0,9216.12938503822,42066.6790294406,18374.3227854821,7349.72911419284,826.844525346694,206.711131336673,52.2017023825301,2615.1020437809,1208.71386677281
45,84954318.2189271,28548.8032869223,17076.3361617377,56.6416245615053,0.999845525481986,3,9739.16004770927,2178.76472852105,6984.96897449063,9645.90953620134,434.06592912906,108.516482282265,0,9645.90953620134,44681.7810732215,19583.0366522549,7833.21466090196,881.236649351471,220.309162337868,56.6416245615053,2738.69677152851,1265.55305013641
46,84951579.5221555,29902.0927654965,18457.1632981815,61.2217810720121,0.999912468929484,3,10191.5065806583,2283.126949624,7319.53287878999,10107.9263564243,454.856686039092,113.714171509773,0,10107.9263564243,47420.4778447501,20848.5897023913,8339.43588095652,938.186536607609,234.546634151902,61.2217810720121,2871.28320145469,1333.9838930166
47,84948708.2389541,31344.038351336,19881.7755236395,65.9471712292361,0.999951896919165,3,10670.4215947824,2375.52290761556,7685.19941655395,10612.894432384,477.580249457281,119.39506236432,0,10612.894432384,50291.7610462047,22182.5735954079,8873.02943816316,998.215811793356,249.553952948339,65.9471712292361,3012.67344616438,1379.88484003921
48,84945695.5655079,32874.7988864513,21358.7892306046,70.8463753131641,0.999974103998169,3,11180.4589167615,2499.04723862982,8062.02294704521,11133.2697840148,500.997140280666,125.249285070167,0,11133.2697840148,53304.4344923691,23562.4584354471,9424.98337417884,1060.31062959512,265.07765739878,70.8463753131641,3161.78143100302,1452.27788116256
49,84942533.7840769,34490.111145197,22900.1457757785,75.9590023966471,0.999986504093764,3,11723.2410035315,2614.11920154808,8464.15539484929,11688.5955452681,525.986799537063,131.496699884266,0,11688.5955452681,56466.2159233721,25014.7363166097,10005.8945266439,1125.66313424744,281.415783561859,75.9590023966471,3317.92633003581,1518.37325359197
50,84939215.8577469,36185.5677613698,24517.2516047675,81.3228872706782,0.999993172178462,3,12298.0897995421,2739.31181558718,8882.22978142102,12265.9363648195,551.967136416878,137.991784104219,0,12265.9363648195,59784.142253408,26533.1095702016,10613.2438280807,1193.98993065907,298.497482664768,81.3228872706782,3480.68743742741,1591.18544225348
51,84935735.1703095,37958.9563735738,26218.9061000747,86.9672171868668,0.999996656805734,3,12903.1299491841,2871.53592707345,9317.40200887282,12866.8884884434,579.009981979954,144.752495494988,0,12866.8884884434,63264.8296908354,28124.2950124551,11249.718004982,1265.59327556048,316.39831889012,86.9672171868668,3650.23219045269,1668.03832701821
52,84932084.9381191,39811.1310661347,28011.0192198785,92.9115952748971,0.999998418567751,3,13536.7520245568,3012.2178921221,9770.10768277144,13492.0534666844,607.142406000797,151.785601500199,0,13492.0534666844,66915.0618812881,29792.3333394733,11916.9333357893,1340.6550002763,335.163750069075,92.9115952748971,3827.1103077476,1738.92384253775
53,84928257.8278113,41745.6453118187,29897.3583593609,99.1685178560794,0.999999275401382,3,14198.4992050035,3179.43646332344,10234.4380502665,14133.2715932252,635.997221695135,158.999305423784,0,14133.2715932252,70742.1721890357,31531.2571820111,12612.5028728044,1418.9065731905,354.726643297625,99.1685178560794,4011.80836643108,1846.89007765903
