Day, Susceptible, Infected, Recovered, Dead, Detection Probability, R₀, Latent, Prodromal, Symptomless Infectious, Sick, Hospitalized, ICU, Isolated, Home Isolated, Infections, Sick, Med. Consult., Hospitalizations, ICU Adm., Deaths, Infections, Sick
10,84997292.3422719,2689.22044206443,18.318586933031,0.118699248436287,0.27837600817866,3,1229.60392371684,215.096769596812,522.698294475328,721.821454275453,32.4819654423954,8.12049136059884,0,721.821454275453,1707.6577282459,732.515080260704,293.006032104281,32.9631786117317,8.24079465293292,0.118699248436287,415.935445174361,125.603950125043
11,84996876.4068267,3068.28869161093,54.9484315554456,0.356050253888493,0.317784886912268,3,1381.60241551035,262.475188279316,598.168656884931,826.042430936334,37.171909392135,9.29297734803375,0,826.042430936334,2123.59317342026,858.119030385747,343.247612154299,38.6153563673586,9.65383909183965,0.356050253888493,475.167685761292,148.121293851175
12,84996401.2391409,3471.09413753556,126.84480329204,0.821918353956926,0.361621117200933,3,1561.02344336765,302.84030506059,675.036763425073,932.193625682244,41.948713155701,10.4871782889252,0,932.193625682244,2598.76085918155,1006.24032423692,402.496129694769,45.2808145906615,11.3202036476654,0.821918353956926,533.176780105977,176.200046832377
13,84995868.0623608,3892.35512625244,238.040080816176,1.54243221891995,0.410212182183735,3,1766.84068173026,326.406662610202,755.625268403028,1043.48251350894,46.9567131079024,11.7391782769756,0,1043.48251350894,3131.93763928753,1182.4403710693,472.97614842772,53.2098166981185,13.3024541745296,1.54243221891995,590.456682910903,186.362792288539
14,84995277.6056779,4339.3211169932,380.606979910122,2.46622529511129,0.457674892927171,3,1989.00525981187,373.383608321328,830.311544521202,1146.6207043388,51.5979316952461,12.8994829238115,0,1146.6207043388,3722.39432219843,1368.80316335784,547.521265343135,61.5961423511027,15.3990355877757,2.46622529511129,652.457024914357,217.453873818186
15,84994625.148653,4832.20624195933,539.151555966481,3.49354918697797,0.508224445360168,3,2222.44481008768,417.480610859555,920.757944825082,1271.52287618702,57.2185294284158,14.304632357104,0,1271.52287618702,4374.85134711279,1586.25703717602,634.50281487041,71.3815666729211,17.8453916682303,3.49354918697797,726.371623878139,243.160921468207
16,84993898.7770291,5396.9162697138,699.772374734306,4.53432654282215,0.559143081435113,3,2473.52927817555,473.524798601187,1028.94212103357,1420.9200719035,63.9414032356573,15.9853508089143,0,1420.9200719035,5101.22297099093,1829.41795864423,731.767183457692,82.3238081389904,20.5809520347476,4.53432654282215,816.566381240196,272.412698778686
17,84993082.2106479,6054.95427171032,857.280148272412,5.55493224839294,0.609895381570204,3,2757.06360134293,536.879789814198,1159.62456983234,1601.38631072085,72.0623839824382,18.0155959956096,0,1601.38631072085,5917.78935223113,2101.83065742292,840.732262969167,94.5823795840312,23.6455948960078,5.55493224839294,923.539992393855,312.386990514236
18,84992158.6706555,6818.82597494397,1015.920492987,6.58287669400632,0.660896716008872,3,3088.02487248641,590.860251557267,1318.77515737812,1821.16569352217,81.9524562084976,20.4881140521244,0,1821.16569352217,6841.32934462498,2414.21764793715,965.687059174861,108.639794157172,27.159948539293,6.58287669400632,1046.22708263347,343.64190568671
19,84991112.4435728,7694.39417245409,1185.48067620793,7.68157859643048,0.70932426808628,3,3476.44447832587,656.181684063848,1495.94256422703,2065.82544583733,92.96214506268,23.24053626567,0,2065.82544583733,7887.55642725845,2757.85955362386,1103.14382144955,124.103679913074,31.0259199782684,7.68157859643048,1183.09453395706,381.958383447916
20,84989929.3490388,8685.32722184279,1376.40502513864,8.91871423408161,0.755084306089533,3,3925.57086394291,731.600895424709,1691.82529423957,2336.3301682356,105.134857570602,26.2837143926505,0,2336.3301682356,9070.65096121552,3139.81793707178,1255.92717482871,141.29180716823,35.3229517920575,8.91871423408161,1334.54007550708,425.962613684788
21,84988594.8089633,9798.00248535443,1596.84147147446,10.3470798937082,0.797682800260419,3,4435.34104097761,821.952494440557,1907.09775897323,2633.61119096303,118.512503593336,29.6281258983341,0,2633.61119096303,10405.1910367226,3565.78055075657,1426.31222030263,160.460124784045,40.1150311960114,10.3470798937082,1502.54618251152,487.464890665744
22,84987092.2627808,11043.4973526134,1852.23789035937,12.0019762613039,0.837423180166317,3,5006.45067689963,912.93233298567,2152.12802394582,2971.98631878232,133.739384345204,33.4348460863011,0,2971.98631878232,11907.7372192341,4053.24544142231,1621.29817656892,182.396044864004,45.599011216001,12.0019762613039,1690.69593471559,531.70473984959
23,84985401.5668461,12438.0918987335,2146.43297821508,13.9082770010816,0.871937761950153,3,5643.65308771957,1049.69354679583,2412.79301097162,3331.95225324653,149.937851396094,37.4844628490234,0,3331.95225324653,13598.4331539497,4584.9501812719,1833.98007250876,206.322758157235,51.5806895393089,13.9082770010816,1901.5905104437,621.165249939845
24,84983499.9763357,14001.220103397,2482.71626367067,16.0872973256946,0.903090317912531,3,6354.81185389531,1169.15072220199,2720.44816146589,3756.80936583385,169.056421462523,42.2641053656309,0,3756.80936583385,15500.0236643934,5206.11543121174,2082.4461724847,234.275194404528,58.5687986011321,16.0872973256946,2139.49874766696,680.862897410467
25,84981360.477588,15756.4354100261,2864.52568791516,18.5613141190965,0.928609229576788,3,7151.52898589681,1338.03079060802,3052.08776607894,4214.78786744234,189.665454034905,47.4163635087263,0,4214.78786744234,17639.5224120604,5886.97832862221,2354.79133144888,264.914024787999,66.2285061969999,18.5613141190965,2407.00957211462,779.114684848258
26,84978953.4680159,17729.535895081,3295.6412682724,21.3548208215871,0.949675391735078,3,8046.19447037926,1507.07369746732,3434.03244543845,4742.23528179596,213.400587680818,53.3501469202045,0,4742.23528179596,20046.531984175,6666.09301347047,2666.43720538819,299.974185606171,74.9935464015428,21.3548208215871,2708.35007513988,882.423396989076
27,84976245.1179408,19950.0034439148,3780.38280687414,24.4958085259457,0.966131792371331,3,9052.63069479569,1687.56789820962,3868.11803738198,5341.6868135275,240.375906608737,60.0939766521844,0,5341.6868135275,22754.8820593149,7548.51641045955,3019.40656418382,339.68323847068,84.9208096176699,24.4958085259457,3048.03200041647,982.659464376992
28,84973197.0859404,22450.9190029117,4323.9769126438,28.0181441758046,0.978210016340548,3,10185.9540114892,1908.0361261102,4349.91012343119,6007.01874188117,270.315843384652,67.5789608461631,0,6007.01874188117,25802.9140597313,8531.17587483654,3412.47034993461,383.902914367644,95.975728591911,28.0181441758046,3430.6123407815,1110.98927902224
29,84969766.4735996,25268.5613982985,4933.00055753004,31.9644446842556,0.986765003981197,3,11462.4773969246,2146.62632452136,4896.97222427807,6762.48545257448,304.311845365852,76.0779613414629,0,6762.48545257448,29233.5264005128,9642.16515385878,3856.86606154351,433.897431923645,108.474357980911,31.9644446842556,3861.80168402345,1249.9013512765
30,84965904.6719156,28443.1880032008,5615.75160349182,36.3884778436376,0.992446931547018,3,12900.6734471339,2415.22962854842,5513.45966955776,7613.82525796071,342.622136608232,85.655534152058,0,7613.82525796071,33095.3280845363,10892.0665051353,4356.82660205411,490.142992731087,122.535748182772,36.3884778436376,4347.38649162558,1414.64362643394
31,84961557.285424,32019.0160211709,6382.34278369396,41.355771297032,0.995996565020095,3,14520.9074047316,2703.3414273454,6213.80221941942,8580.96496967444,386.14342363535,96.5358559088374,0,8580.96496967444,37442.7145761619,12306.7101315692,4922.68405262769,553.801955920615,138.450488980154,41.355771297032,4894.39430232822,1574.14643668677
32,84956662.8911216,36045.6284593872,7244.53786816471,46.9425509381845,0.998024705468496,3,16346.1683693354,3058.42918457544,6989.23298030008,9651.7979251763,434.330906632934,108.582726658233,0,9651.7979251763,42337.1088784901,13880.856568256,5552.34262730239,624.638545571519,156.15963639288,46.9425509381845,5509.54244944414,1781.00715839321
33,84951153.3486722,40577.8981050273,8215.51898965785,53.2342332490748,0.999111767758622,3,18401.2506375872,3442.18736853809,7868.47324153886,10865.9868573632,488.969408581343,122.242352145336,0,10865.9868573632,47846.6513279342,15661.8637266492,6264.74549065968,704.783867699214,176.195966924803,53.2342332490748,6201.68207251807,2004.29887350909
34,84944951.6665996,45678.2860912526,9309.72294462305,60.3243645766275,0.999638674103895,3,20714.3407002571,3875.09166543953,8857.31856473352,12231.5351608225,550.419082237011,137.604770559253,0,12231.5351608225,54048.3334004523,17666.1626001583,7066.46504006332,794.977317007123,198.744329251781,60.3243645766275,6979.95666627217,2277.68142111131
35,84937971.7099333,51417.0962756938,10542.878925404,68.3148656266556,0.999869977117161,3,23316.7661783833,4325.58592063498,9985.39255420372,13789.3516224718,620.520823011231,155.130205752808,0,13789.3516224718,61028.2900667245,19943.8440212696,7977.53760850784,897.472980957132,224.368245239283,68.3148656266556,7856.57669261532,2518.86333997744
36,84930115.1332407,57875.2885901957,11932.2605048912,77.3176642529499,0.999958017698086,3,26245.384300039,4910.67666404723,11222.0756029659,15497.1520231434,697.371841041455,174.342960260364,0,15497.1520231434,68884.8667593398,22462.707361247,8985.08294449882,1010.82183125612,252.705457814029,77.3176642529499,8841.91863388612,2859.29778479815
37,84921273.2146068,65142.282516642,13497.0458470645,87.4570295194475,0.99998836428118,3,29539.9582242103,5528.19760686869,12631.1332079364,17442.9934776265,784.934706493193,196.233676623298,0,17442.9934776265,77726.7853932259,25322.0051460452,10128.8020584181,1139.49023157203,284.872557893008,87.4570295194475,9951.06174967115,3218.90024443592
38,84911322.1528572,73320.217065019,15258.7576554367,98.8724224413788,0.999997255685878,3,33246.8338497521,6222.5557233499,14217.3475466051,19633.4799453119,883.506597539034,220.876649384758,0,19633.4799453119,87677.8471428971,28540.9053904811,11416.3621561924,1284.34074257165,321.085185642912,98.8724224413788,11199.9324382605,3562.98770782797
39,84900122.2204189,82524.3647002546,17241.6935958997,111.721285003253,0.999999445476968,3,37418.637067716,7107.60268877077,15959.2124763825,22038.9124673854,991.751061032341,247.937765258085,0,22038.9124673854,98877.7795811576,32103.8930983091,12841.5572393236,1444.67518942391,361.168797355977,111.721285003253,12602.9545493399,4138.27664159851
40,84887519.2658696,92881.1888239391,19473.3634338748,126.181872683623,0.999999913409853,3,42111.4336151323,7882.80096380036,18012.5207829027,24874.4334621037,1119.34950579467,279.837376448667,0,24874.4334621037,111480.734130498,36242.1697399076,14496.867895963,1630.89763829584,407.72440957396,126.181872683623,14185.6932213851,4457.68325465518
41,84873333.5726482,104539.087048698,21984.8844863123,142.4558168719,0.999999988292351,3,47394.5393732993,9099.72764313021,20178.8244135529,27865.9956187159,1253.96980284222,313.492450710554,0,27865.9956187159,125666.427351883,40699.8529945628,16279.9411978251,1831.49338475532,457.873346188831,142.4558168719,15960.4464162441,5297.93670164439
42,84857373.126232,117654.659175697,24811.443474884,160.771117546065,0.999999998913288,3,53335.6198043316,9984.72000481716,22820.4141339501,31513.9052325977,1418.1257354669,354.531433866725,0,31513.9052325977,141626.873768127,45997.7896962072,18399.1158784829,2069.90053632932,517.475134082331,160.771117546065,17964.1813511647,5674.84256204361
43,84839408.9448808,132416.94007254,27992.73009408,181.384952670983,0.999999999914909,3,60023.7702229788,11476.5396234665,25584.98469496,35331.6455311352,1589.92404890108,397.481012225271,0,35331.6455311352,159591.055119291,51672.6322582508,20669.0529033003,2325.26845162128,581.317112905321,181.384952670983,20210.8527724309,6681.84422768116
44,84819198.0921084,149023.843072691,31573.4776377268,204.587181304927,0.999999999995756,3,67544.4971145855,12646.2444220817,28909.9026451298,39923.1988908935,1796.54395009021,449.135987522552,0,39923.1988908935,179801.907891722,58354.4764859319,23341.7905943728,2625.95144186694,656.487860466734,204.587181304927,22745.3050825568,7225.21079331962
45,84796452.7870258,167712.508909286,35604.0002402227,230.703824770425,0.999999999999834,3,76008.5976251439,14470.189005598,32438.1633569885,44795.5589215556,2015.80015147,503.9500378675,0,44795.5589215556,202547.212974279,65579.6872792515,26231.8749117006,2951.08592756632,737.77148189158,230.703824770425,25588.2933773702,8424.91409429109
46,84770864.4936485,188734.517064573,40140.8877180463,260.101569030199,0.999999999999996,3,85525.5307524749,16015.8352999629,36621.1234250967,50572.0275870383,2275.74124141672,568.935310354181,0,50572.0275870383,228135.506351649,74004.6013735426,29601.8405494171,3330.20706180942,832.551765452355,260.101569030199,28794.0954599747,9084.43182217382
47,84742070.3981885,212388.691391786,45247.7180385552,293.192381282918,1,3,96234.4118256189,18438.236200287,41040.7382136696,56675.3051522104,2550.38873184947,637.597182962367,0,56675.3051522104,256929.601811624,83089.0331957165,33235.6132782866,3739.00649380724,934.75162345181,293.192381282918,32387.1514451819,10734.9501881421
48,84709683.2467433,238990.328882189,50995.9848544935,330.439520123786,1,3,108270.928259652,20280.3364042944,46384.4069716619,64054.6572465806,2882.45957609613,720.614894024032,0,64054.6572465806,289316.753256806,93823.9833838586,37529.5933535434,4222.07925227364,1055.51981306841,330.439520123786,36439.4030652764,11591.1482050602
49,84673243.843678,268917.751894106,57466.0407802694,372.363647707314,1,3,121811.707243585,23194.2222010511,52042.9654287772,71868.8570206923,3234.09856593116,808.524641482789,0,71868.8570206923,325756.156322082,105415.131588919,42166.0526355675,4743.68092150134,1185.92023037534,372.363647707314,40982.3412438661,13504.2108532622
50,84632261.5024342,302570.643928167,64748.3029960613,419.550641720036,1,3,137029.728601977,25675.419925728,58743.508068194,81121.9873322679,3650.48942995205,912.622357488013,0,81121.9873322679,366738.497565948,118919.342442181,47567.7369768724,5351.37040989814,1337.84260247454,419.550641720036,46101.4071108427,14613.4226038892
51,84586160.0953233,340422.792637096,72944.4526723838,472.659367311558,1,3,154144.403595488,29466.5958294572,65860.953149103,90950.840063047,4092.78780283711,1023.19695070928,0,90950.840063047,412839.904676791,133532.76504607,53413.1060184281,6008.97442707316,1502.24360676829,472.659367311558,51836.9027503012,17153.1214531413
52,84534323.192573,382975.428507801,82168.9474418084,532.431477482394,1,3,173371.214494358,32502.3403478865,74382.7869395339,102719.086726023,4622.35890267103,1155.58972566776,0,102719.086726023,464676.807427092,150685.886499212,60274.3545996846,6780.86489246452,1695.21622311613,532.431477482394,58294.1896371928,18923.7704622023
53,84476029.0029358,430820.767012431,92550.5288707801,599.701181073835,1,3,194981.932680127,36558.6213472378,83697.689453728,115582.523531339,5201.21355891024,1300.30338972756,0,115582.523531339,522970.997064285,169609.656961414,67843.8627845655,7632.43456326362,1908.10864081591,599.701181073835,65541.7023489574,21285.2491995806
54,84410487.3005869,484603.250849717,104234.041533673,675.407029851974,1,3,219261.484022307,41122.0668374965,94172.2739957639,130047.42599415,5852.13416973675,1463.03354243419,0,130047.42599415,588512.699413242,190894.906160994,76357.9624643978,8590.27077724475,2147.56769431119,675.407029851974,73679.1239202272,23943.5428984057
55,84336808.1766666,545048.816291239,117382.402362892,760.604679337879,1,3,246532.690606223,46248.013659315,105952.607050794,146315.504974907,6584.1977238708,1646.0494309677,0,146315.504974907,662191.823333469,214838.4490594,85935.3796237601,9667.73020767301,2416.93255191825,760.604679337879,82811.9193851713,27000.6688481403
56,84253996.2572815,612968.465103669,132178.796497687,856.481117285188,1,3,277154.918932643,51884.8273936868,119250.061886483,164678.656890857,7410.53956008856,1852.63489002214,0,164678.656890857,745003.742718641,241839.11790754,96735.6471630162,10882.7603058393,2720.69007645983,856.481117285188,93062.1372498534,30210.504032702
57,84160934.1200316,689272.258108915,148829.250522047,964.371337531971,1,3,311532.203061238,58482.6045964923,134088.129189497,185169.321261687,8332.6194567759,2083.15486419397,0,185169.321261687,838065.879968494,272049.621940242,108819.848776097,12242.2329873109,3060.55824682773,964.371337531971,104555.499912984,34051.4032713229
58,84056378.6201186,774970.309862568,167565.294430128,1085.77558878174,1,3,350108.420581417,65752.571004259,150825.913676295,208283.404600598,9372.75320702689,2343.18830175672,0,208283.404600598,942621.379881478,306101.025211565,122440.410084626,13774.5461345204,3443.63653363011,1085.77558878174,117438.867420847,38454.5951040466
59,83938939.7526978,871190.725819042,188647.141503974,1222.37997930938,1,3,393378.319985277,73620.5129797858,169760.594998671,234431.297855308,10549.4084034889,2637.35210087221,0,234431.297855308,1060060.24730233,344555.620315612,137822.248126245,15505.0029142025,3876.25072855063,1222.37997930938,131881.3822427,42865.7497291458
60,83807058.3704551,979198.263355687,212367.286397811,1376.07979152696,1,3,441898.616329862,83075.1338276487,190774.295543234,263450.217654942,11855.2597944724,2963.8149486181,0,263450.217654942,1191941.62954503,387421.370044758,154968.548017903,17433.9616520141,4358.49041300352,1376.07979152696,148036.09837785,49245.9945683873
61,83659022.2720773,1100374.51565012,239054.208792138,1549.00348061197,1,3,496260.853939917,91842.1074085691,215154.052806688,297117.50149495,13370.2875672727,3342.57189181819,0,297117.50149495,1339977.72792288,436667.364613145,174666.945845258,19650.0314075915,4912.50785189788,1549.00348061197,166151.994434048,53477.2212793477
62,83492870.2776432,1236309.16429158,269077.015312522,1743.5427528247,1,3,557172.918620831,104879.931507656,241187.651948497,333068.662214592,14988.0897996566,3747.02244991416,0,333068.662214592,1506129.72235692,490144.585892493,196057.834356997,22056.5063651622,5514.12659129054,1743.5427528247,186355.123127968,62564.5323596209
63,83306515.1545153,1388672.44046561,302850.02275577,1962.38226351415,1,3,625323.269116258,115214.82076154,272216.427246879,375917.923340929,16916.3065503418,4229.07663758545,0,375917.923340929,1692484.84548489,552709.118252114,221083.647300845,24871.9103213451,6217.97758033628,1962.38226351415,209000.766009455,67086.6892267241
64,83097514.3885058,1559438.54630128,340838.528187357,2208.53700571298,1,3,701593.754041313,132278.396282622,304737.886310483,420828.509666857,18937.2829350086,4734.32073375214,0,420828.509666857,1901485.61149435,619795.807478838,247918.322991535,27890.8113365477,6972.70283413692,2208.53700571298,234200.756807437,78384.6589645407
65,82863313.6316984,1750636.49124315,383564.487950132,2485.38910850349,1,3,786799.932763507,146127.010635899,343438.010094371,474271.53774937,21342.2191987216,5335.55479968041,0,474271.53774937,2135686.36830178,698180.466443378,279272.186577351,31418.120989952,7854.53024748801,2485.38910850349,262377.228775911,85082.1765236225
66,82600936.4029225,1964653.21385162,431613.649178867,2796.73404720948,1,3,881983.09793301,166627.666442958,384737.828779772,531304.620695876,23908.7079313144,5977.1769828286,0,531304.620695876,2398063.59707769,783262.642967001,313305.0571868,35246.818933515,8811.70473337876,2796.73404720948,293675.314227678,99240.091168415
67,82307261.0886948,2203949.54142929,485642.543912824,3146.82596326224,1,3,988116.163786523,183066.309354339,433762.168681138,599004.899607286,26955.2204823279,6738.80512058196,0,599004.899607286,2691738.91130537,882502.734135416,353001.093654166,39712.6230360937,9928.15575902343,3146.82596326224,328595.802226153,106588.712266011
68,81978665.2864687,2471407.03823533,546387.240922642,3540.43437355693,1,3,1106435.2848046,209569.348724469,485269.00997663,670133.394729631,30156.0027628334,7539.00069070835,0,670133.394729631,3020334.71353153,989091.446401427,395636.578560571,44509.1150880642,11127.2787720161,3540.43437355693,367263.874834766,123905.35017157
69,81611401.411634,2769943.79890742,614671.88992433,3982.89953453618,1,3,1238051.38643391,231587.20784101,546128.185945653,754177.018686854,33937.9658409084,8484.49146022711,0,754177.018686854,3387598.58836629,1112996.796573,445198.718629199,50084.8558457849,12521.2139614462,3982.89953453618,410243.979466144,134831.8248908
70,81201157.4321678,3102942.99885233,691419.367555012,4480.20142509392,1,3,1384357.02724581,263056.88289042,611322.21726076,844206.871455335,37989.3092154901,9497.32730387252,0,844206.871455335,3797842.56783243,1247828.6214638,499131.448585519,56152.2879658708,14038.0719914677,4480.20142509392,457669.823724709,157656.436893556
71,80743487.6084431,3473811.75648236,777661.60838617,5039.02668861145,1,3,1546590.38921632,286671.901724697,689030.775527364,951518.690013978,42818.341050629,10704.5852626573,0,951518.690013978,4255512.39155714,1405485.05835735,562194.023342941,63246.8276260808,15811.7069065202,5039.02668861145,510248.683544206,166916.65345821
72,80233238.9248989,3886541.82627339,874552.397304009,5666.85152395443,1,3,1726368.61100482,329355.029931765,768943.637841455,1061874.54749534,47784.3546372904,11946.0886593226,0,1061874.54749534,4765761.07510135,1572401.71181556,628960.684726225,70758.0770317003,17689.5192579251,5666.85152395443,567980.007254912,191725.853043285
73,79665258.917644,4344989.25778638,983379.802323301,6372.0222465809,1,3,1924983.50362984,368158.328969783,861775.918578435,1190071.50660831,53553.2177973742,13388.3044493435,0,1190071.50660831,5333741.08235626,1764127.56485885,705651.025943539,79385.7404186481,19846.435104662,6372.0222465809,631464.042053199,214309.280174274
74,79033794.8755909,4853460.47986458,1105580.7945233,7163.85002157991,1,3,2143969.6538993,411137.461832367,965308.412935826,1333044.95119709,59987.0228038692,14996.7557009673,0,1333044.95119709,5965205.12440946,1978436.84503312,791374.738013248,89029.6580264904,22257.4145066226,7163.85002157991,701004.498762169,237838.587633335
75,78332790.3768287,5416400.55634562,1242756.35805378,8052.70877222584,1,3,2384798.78267693,461246.301414599,1079549.29834672,1490806.17390737,67086.2778258316,16771.5694564579,0,1490806.17390737,6666209.62317163,2216275.43266646,886510.173066582,99732.3944699905,24933.0986174976,8052.70877222584,776847.972776476,268471.909721215
76,77555942.4040522,6038319.01024841,1396688.44068496,9050.14501473461,1,3,2648823.42010536,511187.033795035,1208889.59366617,1669418.96268185,75123.8533206832,18780.9633301708,0,1669418.96268185,7443057.59594811,2484747.34238767,993898.936955068,111813.630407445,27953.4076018613,9050.14501473461,859397.183015567,292506.702767934
77,76696545.2210366,6723929.39025579,1569356.40425538,10168.9844525013,1,3,2937427.27156922,577658.464022718,1347714.33495882,1861129.31970503,83750.8193867265,20937.7048466816,0,1861129.31970503,8302454.77896367,2777254.0451556,1110901.61806224,124976.432032002,31244.1080080005,10168.9844525013,948544.163032948,336188.353977836
78,75748001.0580036,7477618.99090735,1762956.49296416,11423.4581251127,1,3,3251518.90121342,632475.904346238,1509322.15784603,2084302.02750166,93793.5912375748,23448.3978093937,0,2084302.02750166,9250998.94199662,3113442.39913344,1245376.95965338,140104.907961005,35026.2269902512,11423.4581251127,1044705.88220815,368093.54361222
79,74703295.1757955,8303955.74286886,1979919.76275026,12829.3185856405,1,3,3592089.66075017,701966.986306902,1684157.62024095,2325741.47557084,104658.366400688,26164.5916001719,0,2325741.47557084,10295704.8242048,3481535.94274566,1392614.37709826,156669.117423555,39167.2793558887,12829.3185856405,1147612.70665999,406961.874114033
80,73555682.4691355,9206981.61510726,2222931.94713185,14403.9686256468,1,3,3959563.51336784,780447.43670434,1876127.67931473,2590842.98572034,116587.934357416,29146.9835893539,0,2590842.98572034,11443317.5308648,3888497.81685969,1555399.12674388,174982.401758686,43745.6004396716,14403.9686256468,1257018.85698318,454137.934041992
81,72298663.6121523,10190216.4643135,2494953.33346667,16166.5900677144,1,3,4353864.73533141,860168.63372051,2089996.90000988,2886186.19525174,129878.378786328,32469.5946965821,0,2886186.19525174,12700336.3878479,4342635.75090169,1737054.30036067,195418.608790576,48854.652197644,16166.5900677144,1372580.0250787,500510.920166053
82,70926083.5870736,11256541.4818035,2799236.67131654,18138.2598065706,1,3,4774435.69218614,949227.839589217,2323808.73901183,3209069.21101633,144408.114495735,36102.0286239337,0,3209069.21101633,14072916.4129266,4843146.67106774,1937258.6684271,217941.600198048,54485.4000495121,18138.2598065706,1493551.14720047,551369.710481038
83,69432532.4398731,12407780.1907793,3139345.30206393,20342.0672838611,1,3,5219895.20128645,1046682.04582552,2579305.23634028,3561897.70732706,160285.396829718,40071.3492074294,0,3561897.70732706,15566467.5601271,5394516.38154878,2157806.55261951,242753.237169695,60688.3092924237,20342.0672838611,1618942.26280031,608931.79189337
84,67813590.1770728,13644437.6831873,3519168.9231045,22803.2166356471,1,3,5687954.95304665,1147682.15704946,2859696.24069828,3949104.33239286,177709.694957679,44427.4237394197,0,3949104.33239286,17185409.8229274,6003448.17344215,2401379.26937686,270155.167804897,67538.7919512242,22803.2166356471,1747605.26458127,659929.259572984
85,66065984.9124915,14965531.0051786,3942934.98180807,25549.1005220413,1,3,6175454.91561806,1269978.39083005,3158441.03346679,4361656.66526366,196274.549936865,49068.6374842162,0,4361656.66526366,18933015.0875087,6663377.43301513,2665350.97320605,299851.984485681,74962.9961214202,25549.1005220413,1877568.5231506,738669.804811466
86,64188416.389341,16367757.2982183,4415216.95864144,28609.3537994947,1,3,6677691.78191714,1371741.41869628,3493696.12099407,4824627.97661085,217108.258947488,54277.0647368721,0,4824627.97661085,20810583.6106593,7402047.2378266,2960818.89513064,333092.125702197,83273.0314255492,28609.3537994947,2007328.73490626,797790.318260418
